District,County,FY,DC Case Category,DC Case Type,Filing/Disposition Type,Count,Count Description
12,Allegany,FY2020,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,73,Disposition
12,Allegany,FY2020,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,208,Disposition
12,Allegany,FY2020,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,99,Disposition
12,Allegany,FY2020,Motor Vehicle,Parking & Red Light,All Disposition Manner,28,Disposition
12,Allegany,FY2020,Misc,Emergency Evaluations,Granted,25,Disposition
12,Allegany,FY2021,Misc,Civil Citations,ALL,156,Filing
12,Allegany,FY2021,Criminal,Fugitive Warrants,ALL,82,Filing
12,Allegany,FY2021,Criminal,Criminal,ALL,2271,Filing
12,Allegany,FY2021,Landlord Tenant,Landlord Tenant,ALL,658,Filing
12,Allegany,FY2021,Civil,Civil,ALL,1156,Filing
12,Allegany,FY2021,Misc,Emergency Evaluations,ALL,34,Filing
12,Allegany,FY2021,Misc,Municipal Infractions,ALL,41,Filing
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,ALL,292,Filing
12,Allegany,FY2021,Motor Vehicle,Payable & Must Appear,ALL,6555,Filing
12,Allegany,FY2021,Peace Order & Domestic Violence,Domestic Violence,ALL,373,Filing
12,Allegany,FY2021,Peace Order & Domestic Violence,Peace Order ,ALL,236,Filing
12,Allegany,FY2021,Motor Vehicle,Parking & Red Light,ALL,11,Filing
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Probation Before Judgment,125,Disposition
12,Allegany,FY2021,Motor Vehicle,Payable & Must Appear,Paid,4689,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Guilty,56,Disposition
12,Allegany,FY2021,Motor Vehicle,Payable & Must Appear,Miscellaneous,771,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Jury Trial Prayer,68,Disposition
12,Allegany,FY2021,Motor Vehicle,Payable & Must Appear,Tried,711,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Dismissed,1,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Nolle Prosequi,30,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Stet,4,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Other,3,Disposition
12,Allegany,FY2021,Motor Vehicle,DUI/DWI,Not Guilty,1,Disposition
12,Allegany,FY2021,Criminal,Criminal,Jury Trial Prayer,388,Disposition
12,Allegany,FY2021,Criminal,Criminal,Not Guilty,26,Disposition
12,Allegany,FY2021,Criminal,Criminal,Stet,265,Disposition
12,Allegany,FY2021,Criminal,Criminal,Nolle Prosequi,665,Disposition
12,Allegany,FY2021,Criminal,Criminal,Other,6,Disposition
12,Allegany,FY2021,Criminal,Criminal,Dismissed,6,Disposition
12,Allegany,FY2021,Criminal,Criminal,Probation Before Judgment,129,Disposition
12,Allegany,FY2021,Criminal,Criminal,Guilty,388,Disposition
12,Allegany,FY2021,Criminal,Criminal,Forwarded to Circuit Court,246,Disposition
12,Allegany,FY2021,Misc,Civil Citations,All Disposition Manner,146,Disposition
12,Allegany,FY2021,Misc,Municipal Infractions,All Disposition Manner,32,Disposition
12,Allegany,FY2021,Civil,Civil,All Judgements,852,Disposition
12,Allegany,FY2021,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,140,Disposition
12,Allegany,FY2021,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,100,Disposition
12,Allegany,FY2021,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,210,Disposition
12,Allegany,FY2021,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,119,Disposition
12,Allegany,FY2021,Motor Vehicle,Parking & Red Light,All Disposition Manner,11,Disposition
12,Allegany,FY2021,Misc,Emergency Evaluations,Granted,32,Disposition
12,Allegany,FY2022,Civil,Civil,ALL,963,Filing
12,Allegany,FY2022,Misc,Municipal Infractions,ALL,53,Filing
12,Allegany,FY2022,Misc,Civil Citations,ALL,134,Filing
12,Allegany,FY2022,Misc,Emergency Evaluations,ALL,35,Filing
12,Allegany,FY2022,Landlord Tenant,Landlord Tenant,ALL,468,Filing
12,Allegany,FY2022,Criminal,Criminal,ALL,2189,Filing
12,Allegany,FY2022,Criminal,Fugitive Warrants,ALL,79,Filing
12,Allegany,FY2022,Motor Vehicle,Payable & Must Appear,ALL,6494,Filing
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,ALL,288,Filing
12,Allegany,FY2022,Peace Order & Domestic Violence,Domestic Violence,ALL,308,Filing
12,Allegany,FY2022,Peace Order & Domestic Violence,Peace Order ,ALL,142,Filing
12,Allegany,FY2022,Motor Vehicle,Parking & Red Light,ALL,49,Filing
12,Allegany,FY2022,Motor Vehicle,Payable & Must Appear,Paid,4786,Disposition
12,Allegany,FY2022,Motor Vehicle,Payable & Must Appear,Miscellaneous,692,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Probation Before Judgment,111,Disposition
12,Allegany,FY2022,Motor Vehicle,Payable & Must Appear,Tried,980,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Guilty,59,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Jury Trial Prayer,80,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Nolle Prosequi,32,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Other,6,Disposition
12,Allegany,FY2022,Motor Vehicle,DUI/DWI,Stet,11,Disposition
12,Allegany,FY2022,Misc,Civil Citations,All Disposition Manner,141,Disposition
12,Allegany,FY2022,Criminal,Criminal,Guilty,532,Disposition
12,Allegany,FY2022,Misc,Municipal Infractions,All Disposition Manner,45,Disposition
12,Allegany,FY2022,Criminal,Criminal,Stet,436,Disposition
12,Allegany,FY2022,Criminal,Criminal,Nolle Prosequi,684,Disposition
12,Allegany,FY2022,Criminal,Criminal,Not Guilty,37,Disposition
12,Allegany,FY2022,Criminal,Criminal,Jury Trial Prayer,441,Disposition
12,Allegany,FY2022,Criminal,Criminal,Probation Before Judgment,141,Disposition
12,Allegany,FY2022,Criminal,Criminal,Dismissed,5,Disposition
12,Allegany,FY2022,Criminal,Criminal,Forwarded to Circuit Court,243,Disposition
12,Allegany,FY2022,Civil,Civil,All Judgements,654,Disposition
12,Allegany,FY2022,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,106,Disposition
12,Allegany,FY2022,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,57,Disposition
12,Allegany,FY2022,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,178,Disposition
12,Allegany,FY2022,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,81,Disposition
12,Allegany,FY2022,Motor Vehicle,Parking & Red Light,All Disposition Manner,49,Disposition
12,Allegany,FY2022,Misc,Emergency Evaluations,Granted,34,Disposition
12,Allegany,FY2023,Criminal,Criminal,ALL,2274,Filing
12,Allegany,FY2023,Civil,Civil,ALL,1025,Filing
12,Allegany,FY2023,Misc,Municipal Infractions,ALL,26,Filing
12,Allegany,FY2023,Misc,Emergency Evaluations,ALL,39,Filing
12,Allegany,FY2023,Criminal,Fugitive Warrants,ALL,91,Filing
12,Allegany,FY2023,Misc,Civil Citations,ALL,141,Filing
12,Allegany,FY2023,Landlord Tenant,Landlord Tenant,ALL,906,Filing
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,ALL,318,Filing
12,Allegany,FY2023,Motor Vehicle,Payable & Must Appear,ALL,6277,Filing
12,Allegany,FY2023,Peace Order & Domestic Violence,Domestic Violence,ALL,372,Filing
12,Allegany,FY2023,Peace Order & Domestic Violence,Peace Order ,ALL,283,Filing
12,Allegany,FY2023,Motor Vehicle,Parking & Red Light,ALL,8,Filing
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Probation Before Judgment,149,Disposition
12,Allegany,FY2023,Motor Vehicle,Payable & Must Appear,Paid,4686,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Nolle Prosequi,31,Disposition
12,Allegany,FY2023,Motor Vehicle,Payable & Must Appear,Tried,820,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Guilty,59,Disposition
12,Allegany,FY2023,Motor Vehicle,Payable & Must Appear,Miscellaneous,757,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Jury Trial Prayer,68,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Stet,8,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Other,3,Disposition
12,Allegany,FY2023,Motor Vehicle,DUI/DWI,Not Guilty,1,Disposition
12,Allegany,FY2023,Criminal,Criminal,Guilty,534,Disposition
12,Allegany,FY2023,Criminal,Criminal,Stet,404,Disposition
12,Allegany,FY2023,Misc,Civil Citations,All Disposition Manner,170,Disposition
12,Allegany,FY2023,Criminal,Criminal,Nolle Prosequi,736,Disposition
12,Allegany,FY2023,Criminal,Criminal,Forwarded to Circuit Court,248,Disposition
12,Allegany,FY2023,Criminal,Criminal,Probation Before Judgment,133,Disposition
12,Allegany,FY2023,Criminal,Criminal,Jury Trial Prayer,350,Disposition
12,Allegany,FY2023,Criminal,Criminal,Not Guilty,40,Disposition
12,Allegany,FY2023,Criminal,Criminal,Other,1,Disposition
12,Allegany,FY2023,Misc,Municipal Infractions,All Disposition Manner,21,Disposition
12,Allegany,FY2023,Criminal,Criminal,Dismissed,25,Disposition
12,Allegany,FY2023,Civil,Civil,All Judgements,631,Disposition
12,Allegany,FY2023,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,136,Disposition
12,Allegany,FY2023,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,114,Disposition
12,Allegany,FY2023,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,203,Disposition
12,Allegany,FY2023,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,157,Disposition
12,Allegany,FY2023,Motor Vehicle,Parking & Red Light,All Disposition Manner,8,Disposition
12,Allegany,FY2023,Misc,Emergency Evaluations,Granted,38,Disposition
12,Allegany,FY2024,Civil,Civil,ALL,1436,Filing
12,Allegany,FY2024,Misc,Emergency Evaluations,ALL,63,Filing
12,Allegany,FY2024,Criminal,Criminal,ALL,2399,Filing
12,Allegany,FY2024,Misc,Municipal Infractions,ALL,33,Filing
12,Allegany,FY2024,Criminal,Fugitive Warrants,ALL,79,Filing
12,Allegany,FY2024,Misc,Civil Citations,ALL,8,Filing
12,Allegany,FY2024,Landlord Tenant,Landlord Tenant,ALL,859,Filing
12,Allegany,FY2024,Motor Vehicle,Payable & Must Appear,ALL,5544,Filing
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,ALL,282,Filing
12,Allegany,FY2024,Peace Order & Domestic Violence,Domestic Violence,ALL,461,Filing
12,Allegany,FY2024,Peace Order & Domestic Violence,Peace Order ,ALL,296,Filing
12,Allegany,FY2024,Motor Vehicle,Parking & Red Light,ALL,5,Filing
12,Allegany,FY2024,Motor Vehicle,Payable & Must Appear,Tried,673,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Guilty,62,Disposition
12,Allegany,FY2024,Motor Vehicle,Payable & Must Appear,Paid,4074,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Jury Trial Prayer,64,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Probation Before Judgment,116,Disposition
12,Allegany,FY2024,Motor Vehicle,Payable & Must Appear,Miscellaneous,651,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Not Guilty,3,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Nolle Prosequi,35,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Stet,11,Disposition
12,Allegany,FY2024,Motor Vehicle,DUI/DWI,Other,3,Disposition
12,Allegany,FY2024,Criminal,Criminal,Dismissed,43,Disposition
12,Allegany,FY2024,Criminal,Criminal,Jury Trial Prayer,369,Disposition
12,Allegany,FY2024,Criminal,Criminal,Forwarded to Circuit Court,233,Disposition
12,Allegany,FY2024,Misc,Municipal Infractions,All Disposition Manner,28,Disposition
12,Allegany,FY2024,Criminal,Criminal,Guilty,599,Disposition
12,Allegany,FY2024,Criminal,Criminal,Nolle Prosequi,630,Disposition
12,Allegany,FY2024,Criminal,Criminal,Not Guilty,27,Disposition
12,Allegany,FY2024,Misc,Civil Citations,All Disposition Manner,17,Disposition
12,Allegany,FY2024,Criminal,Criminal,Probation Before Judgment,141,Disposition
12,Allegany,FY2024,Criminal,Criminal,Stet,326,Disposition
12,Allegany,FY2024,Civil,Civil,All Judgements,857,Disposition
12,Allegany,FY2024,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,162,Disposition
12,Allegany,FY2024,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,152,Disposition
12,Allegany,FY2024,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,248,Disposition
12,Allegany,FY2024,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,145,Disposition
12,Allegany,FY2024,Motor Vehicle,Parking & Red Light,All Disposition Manner,5,Disposition
12,Allegany,FY2024,Misc,Emergency Evaluations,Granted,61,Disposition
12,Allegany,FY2025,Misc,Municipal Infractions,ALL,106,Filing
12,Allegany,FY2025,Criminal,Fugitive Warrants,ALL,91,Filing
12,Allegany,FY2025,Misc,Civil Citations,ALL,10,Filing
12,Allegany,FY2025,Landlord Tenant,Landlord Tenant,ALL,817,Filing
12,Allegany,FY2025,Misc,Emergency Evaluations,ALL,50,Filing
12,Allegany,FY2025,Civil,Civil,ALL,1884,Filing
12,Allegany,FY2025,Criminal,Criminal,ALL,2123,Filing
12,Allegany,FY2025,Motor Vehicle,Payable & Must Appear,ALL,5296,Filing
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,ALL,234,Filing
12,Allegany,FY2025,Peace Order & Domestic Violence,Domestic Violence,ALL,404,Filing
12,Allegany,FY2025,Peace Order & Domestic Violence,Peace Order ,ALL,274,Filing
12,Allegany,FY2025,Motor Vehicle,Parking & Red Light,ALL,10,Filing
12,Allegany,FY2025,Motor Vehicle,Payable & Must Appear,Tried,674,Disposition
12,Allegany,FY2025,Motor Vehicle,Payable & Must Appear,Miscellaneous,611,Disposition
12,Allegany,FY2025,Motor Vehicle,Payable & Must Appear,Paid,3822,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Jury Trial Prayer,81,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Probation Before Judgment,127,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Guilty,29,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Nolle Prosequi,22,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Stet,14,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Other,1,Disposition
12,Allegany,FY2025,Motor Vehicle,DUI/DWI,Not Guilty,1,Disposition
12,Allegany,FY2025,Misc,Civil Citations,All Disposition Manner,13,Disposition
12,Allegany,FY2025,Criminal,Criminal,Stet,339,Disposition
12,Allegany,FY2025,Criminal,Criminal,Not Guilty,25,Disposition
12,Allegany,FY2025,Criminal,Criminal,Dismissed,59,Disposition
12,Allegany,FY2025,Criminal,Criminal,Guilty,530,Disposition
12,Allegany,FY2025,Criminal,Criminal,Jury Trial Prayer,352,Disposition
12,Allegany,FY2025,Misc,Municipal Infractions,All Disposition Manner,46,Disposition
12,Allegany,FY2025,Criminal,Criminal,Probation Before Judgment,117,Disposition
12,Allegany,FY2025,Criminal,Criminal,Nolle Prosequi,650,Disposition
12,Allegany,FY2025,Criminal,Criminal,Forwarded to Circuit Court,155,Disposition
12,Allegany,FY2025,Civil,Civil,All Judgements,1088,Disposition
12,Allegany,FY2025,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,159,Disposition
12,Allegany,FY2025,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,122,Disposition
12,Allegany,FY2025,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,229,Disposition
12,Allegany,FY2025,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,148,Disposition
12,Allegany,FY2025,Motor Vehicle,Parking & Red Light,All Disposition Manner,10,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,ALL,14918,Filing
7,Anne Arundel,FY2012,Misc,Civil Citations,ALL,476,Filing
7,Anne Arundel,FY2012,Misc,Injunctions,ALL,97,Filing
7,Anne Arundel,FY2012,Landlord Tenant,Landlord Tenant,ALL,450,Filing
7,Anne Arundel,FY2012,Misc,Municipal Infractions,ALL,469,Filing
7,Anne Arundel,FY2012,Civil,Civil,ALL,14826,Filing
7,Anne Arundel,FY2012,Misc,Emergency Evaluations,ALL,265,Filing
7,Anne Arundel,FY2012,Criminal,Fugitive Warrants,ALL,203,Filing
7,Anne Arundel,FY2012,Misc,Forfeiture of Contraband,ALL,22,Filing
7,Anne Arundel,FY2012,Motor Vehicle,Payable & Must Appear,ALL,43671,Filing
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,ALL,2345,Filing
7,Anne Arundel,FY2012,Motor Vehicle,Other,ALL,125,Filing
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Domestic Violence,ALL,2161,Filing
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Peace Order ,ALL,1718,Filing
7,Anne Arundel,FY2012,Motor Vehicle,Parking & Red Light,ALL,1296,Filing
7,Anne Arundel,FY2012,Motor Vehicle,Payable & Must Appear,Tried,13296,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,Payable & Must Appear,Miscellaneous,6568,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Guilty,707,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,Payable & Must Appear,Paid,26299,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Probation Before Judgment,1162,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Nolle Prosequi,447,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Stet,87,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Not Guilty,74,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,Other,All Disposition Manner,187,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Dismissed,4,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Jury Trial Prayer,1,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Other,6,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,DUI/DWI,Merged,1,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Other,56,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Nolle Prosequi,5577,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Guilty,3291,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Jury Trial Prayer,542,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Stet,1178,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Not Guilty,971,Disposition
7,Anne Arundel,FY2012,Misc,Civil Citations,All Disposition Manner,440,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Probation Before Judgment,2144,Disposition
7,Anne Arundel,FY2012,Misc,Municipal Infractions,All Disposition Manner,361,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Forwarded to Circuit Court,1225,Disposition
7,Anne Arundel,FY2012,Criminal,Criminal,Dismissed,21,Disposition
7,Anne Arundel,FY2012,Civil,Civil,All Judgements,9697,Disposition
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,623,Disposition
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,618,Disposition
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1448,Disposition
7,Anne Arundel,FY2012,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1079,Disposition
7,Anne Arundel,FY2012,Motor Vehicle,Parking & Red Light,All Disposition Manner,1296,Disposition
7,Anne Arundel,FY2012,Misc,Emergency Evaluations,Granted,206,Disposition
7,Anne Arundel,FY2013,Misc,Emergency Evaluations,ALL,278,Filing
7,Anne Arundel,FY2013,Civil,Civil,ALL,12949,Filing
7,Anne Arundel,FY2013,Misc,Civil Citations,ALL,796,Filing
7,Anne Arundel,FY2013,Landlord Tenant,Landlord Tenant,ALL,474,Filing
7,Anne Arundel,FY2013,Criminal,Fugitive Warrants,ALL,196,Filing
7,Anne Arundel,FY2013,Misc,Injunctions,ALL,60,Filing
7,Anne Arundel,FY2013,Criminal,Criminal,ALL,15364,Filing
7,Anne Arundel,FY2013,Misc,Municipal Infractions,ALL,91,Filing
7,Anne Arundel,FY2013,Motor Vehicle,Payable & Must Appear,ALL,45381,Filing
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,ALL,2333,Filing
7,Anne Arundel,FY2013,Motor Vehicle,Other,ALL,97,Filing
7,Anne Arundel,FY2013,Peace Order & Domestic Violence,Domestic Violence,ALL,2365,Filing
7,Anne Arundel,FY2013,Peace Order & Domestic Violence,Peace Order ,ALL,1954,Filing
7,Anne Arundel,FY2013,Motor Vehicle,Parking & Red Light,ALL,2107,Filing
7,Anne Arundel,FY2013,Motor Vehicle,Payable & Must Appear,Tried,12112,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,Payable & Must Appear,Miscellaneous,6599,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,Payable & Must Appear,Paid,24638,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Probation Before Judgment,1022,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Guilty,671,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Nolle Prosequi,483,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Stet,80,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Not Guilty,52,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,Other,All Disposition Manner,149,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Dismissed,2,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Other,8,Disposition
7,Anne Arundel,FY2013,Motor Vehicle,DUI/DWI,Jury Trial Prayer,2,Disposition
7,Anne Arundel,FY2013,Criminal,Criminal,Not Guilty,1021,Disposition
7,Anne Arundel,FY2013,Criminal,Criminal,Probation Before Judgment,1934,Disposition
7,Anne Arundel,FY2013,Criminal,Criminal,Stet,1419,Disposition
7,Anne Arundel,FY2013,Criminal,Criminal,Other,45,Disposition
7,Anne Arundel,FY2013,Criminal,Criminal,Guilty,3156,Disposition
